battery_id,brand,type,capacity_ah,voltage,derating_factor,price_NGN
BSL_48V_180Ah_2709,BSL,LiFePO4,180.0,48.0,0.83,221876
Amaron Quanta_24V_40Ah_2710,Amaron Quanta,Tubular,40.0,24.0,0.83,517416
Luminous_24V_70Ah_2711,Luminous,Gel,70.0,24.0,0.82,317825
Multipower_24V_80Ah_2712,Multipower,Gel,80.0,24.0,0.85,82505
BYD_24V_230Ah_2713,BYD,AGM,230.0,24.0,0.84,705035
BYD_48V_270Ah_2714,BYD,LiFePO4,270.0,48.0,0.83,528930
Luminous_48V_120Ah_2715,Luminous,Gel,120.0,48.0,0.85,233499
CWorth_12V_280Ah_2716,CWorth,Tubular,280.0,12.0,0.85,84348
BSL_12V_210Ah_2717,BSL,AGM,210.0,12.0,0.85,284721
Techfine_24V_180Ah_2718,Techfine,Gel,180.0,24.0,0.82,271572
Luminous_12V_300Ah_2719,Luminous,Tubular,300.0,12.0,0.83,257483
Exulted_24V_230Ah_2720,Exulted,Tubular,230.0,24.0,0.84,830137
Blue Carbon_12V_290Ah_2721,Blue Carbon,AGM,290.0,12.0,0.85,132093
Multipower_24V_170Ah_2722,Multipower,AGM,170.0,24.0,0.83,124222
Exulted_12V_220Ah_2723,Exulted,Tubular,220.0,12.0,0.85,778486
CWorth_48V_20Ah_2724,CWorth,AGM,20.0,48.0,0.84,139979
Luminous_24V_200Ah_2725,Luminous,AGM,200.0,24.0,0.83,317301
Techfine_48V_140Ah_2726,Techfine,Gel,140.0,48.0,0.83,398172
Multipower_12V_30Ah_2727,Multipower,LiFePO4,30.0,12.0,0.83,110253
Exulted_12V_100Ah_2728,Exulted,Tubular,100.0,12.0,0.83,517391
Felicity_24V_250Ah_2729,Felicity,AGM,250.0,24.0,0.83,149702
CWorth_24V_60Ah_2730,CWorth,AGM,60.0,24.0,0.83,121933
CWorth_12V_300Ah_2731,CWorth,Gel,300.0,12.0,0.83,122279
Felicity_48V_150Ah_2732,Felicity,Tubular,150.0,48.0,0.82,138244
Blue Carbon_48V_300Ah_2733,Blue Carbon,LiFePO4,300.0,48.0,0.83,126768
Exulted_48V_220Ah_2734,Exulted,Tubular,220.0,48.0,0.84,544271
BSL_24V_220Ah_2735,BSL,Gel,220.0,24.0,0.84,367564
Techfine_24V_110Ah_2736,Techfine,LiFePO4,110.0,24.0,0.85,352345
Blue Carbon_12V_220Ah_2737,Blue Carbon,Gel,220.0,12.0,0.85,140186
CWorth_48V_90Ah_2738,CWorth,Tubular,90.0,48.0,0.82,79777
Techfine_24V_60Ah_2739,Techfine,AGM,60.0,24.0,0.85,215232
Growatt_24V_70Ah_2740,Growatt,Gel,70.0,24.0,0.83,197609
CWorth_24V_130Ah_2741,CWorth,Gel,130.0,24.0,0.83,122643
Luminous_24V_270Ah_2742,Luminous,AGM,270.0,24.0,0.85,180848
Blue Carbon_24V_240Ah_2743,Blue Carbon,LiFePO4,240.0,24.0,0.84,145651
Genus_48V_280Ah_2744,Genus,LiFePO4,280.0,48.0,0.85,834981
Blue Carbon_24V_240Ah_2745,Blue Carbon,Tubular,240.0,24.0,0.85,60701
CWorth_24V_20Ah_2746,CWorth,Tubular,20.0,24.0,0.84,112015
Multipower_24V_300Ah_2747,Multipower,Tubular,300.0,24.0,0.83,141128
Growatt_12V_240Ah_2748,Growatt,LiFePO4,240.0,12.0,0.84,325720
BYD_48V_110Ah_2749,BYD,LiFePO4,110.0,48.0,0.83,755159
Amaron Quanta_48V_230Ah_2750,Amaron Quanta,Tubular,230.0,48.0,0.83,764976
Blue Carbon_48V_120Ah_2751,Blue Carbon,AGM,120.0,48.0,0.83,138717
CWorth_24V_230Ah_2752,CWorth,Gel,230.0,24.0,0.84,93232
BSL_12V_110Ah_2753,BSL,AGM,110.0,12.0,0.84,257820
Blue Carbon_12V_180Ah_2754,Blue Carbon,LiFePO4,180.0,12.0,0.82,130441
Luminous_48V_140Ah_2755,Luminous,LiFePO4,140.0,48.0,0.82,376127
Pylontech_12V_210Ah_2756,Pylontech,LiFePO4,210.0,12.0,0.82,452732
Felicity_24V_100Ah_2757,Felicity,AGM,100.0,24.0,0.85,85530
Luminous_12V_240Ah_2758,Luminous,Tubular,240.0,12.0,0.83,220997
Multipower_48V_90Ah_2759,Multipower,AGM,90.0,48.0,0.83,63248
CWorth_12V_160Ah_2760,CWorth,AGM,160.0,12.0,0.84,93382
Blue Carbon_24V_150Ah_2761,Blue Carbon,Tubular,150.0,24.0,0.84,122716
Growatt_12V_50Ah_2762,Growatt,AGM,50.0,12.0,0.85,192625
Multipower_48V_240Ah_2763,Multipower,LiFePO4,240.0,48.0,0.82,130148
Blue Carbon_24V_250Ah_2764,Blue Carbon,Tubular,250.0,24.0,0.84,50216
Amaron Quanta_48V_190Ah_2765,Amaron Quanta,Gel,190.0,48.0,0.85,459041
Felicity_12V_250Ah_2766,Felicity,AGM,250.0,12.0,0.85,135528
Felicity_48V_140Ah_2767,Felicity,LiFePO4,140.0,48.0,0.84,78156
Luminous_12V_300Ah_2768,Luminous,LiFePO4,300.0,12.0,0.84,392505
Multipower_24V_210Ah_2769,Multipower,LiFePO4,210.0,24.0,0.83,107936
Luminous_48V_170Ah_2770,Luminous,AGM,170.0,48.0,0.84,224379
Techfine_24V_300Ah_2771,Techfine,Gel,300.0,24.0,0.83,238090
Pylontech_24V_20Ah_2772,Pylontech,LiFePO4,20.0,24.0,0.85,646500
Blue Carbon_12V_90Ah_2773,Blue Carbon,LiFePO4,90.0,12.0,0.84,81408
CWorth_12V_60Ah_2774,CWorth,LiFePO4,60.0,12.0,0.83,104409
Amaron Quanta_24V_200Ah_2775,Amaron Quanta,AGM,200.0,24.0,0.84,685486
Blue Carbon_24V_160Ah_2776,Blue Carbon,Gel,160.0,24.0,0.82,140820
Growatt_24V_280Ah_2777,Growatt,LiFePO4,280.0,24.0,0.83,198685
Pylontech_48V_160Ah_2778,Pylontech,Tubular,160.0,48.0,0.85,619166
Pylontech_12V_280Ah_2779,Pylontech,AGM,280.0,12.0,0.84,676761
Exulted_12V_280Ah_2780,Exulted,Gel,280.0,12.0,0.82,806827
CWorth_12V_290Ah_2781,CWorth,Tubular,290.0,12.0,0.83,114004
Felicity_48V_300Ah_2782,Felicity,LiFePO4,300.0,48.0,0.83,65478
Techfine_12V_30Ah_2783,Techfine,Gel,30.0,12.0,0.83,228184
Pylontech_24V_230Ah_2784,Pylontech,Gel,230.0,24.0,0.83,684693
Techfine_48V_20Ah_2785,Techfine,LiFePO4,20.0,48.0,0.85,242200
CWorth_48V_210Ah_2786,CWorth,LiFePO4,210.0,48.0,0.84,128911
Techfine_24V_120Ah_2787,Techfine,Gel,120.0,24.0,0.85,225331
BSL_12V_100Ah_2788,BSL,Tubular,100.0,12.0,0.85,165867
BSL_12V_290Ah_2789,BSL,AGM,290.0,12.0,0.84,166649
Growatt_24V_30Ah_2790,Growatt,LiFePO4,30.0,24.0,0.85,369437
BSL_12V_220Ah_2791,BSL,Gel,220.0,12.0,0.84,172499
CWorth_12V_260Ah_2792,CWorth,AGM,260.0,12.0,0.85,95863
Blue Carbon_48V_130Ah_2793,Blue Carbon,LiFePO4,130.0,48.0,0.85,56652
BYD_24V_200Ah_2794,BYD,LiFePO4,200.0,24.0,0.84,531194
Exulted_12V_110Ah_2795,Exulted,Tubular,110.0,12.0,0.83,760378
Multipower_24V_220Ah_2796,Multipower,Tubular,220.0,24.0,0.83,69511
Amaron Quanta_48V_100Ah_2797,Amaron Quanta,Gel,100.0,48.0,0.83,701112
Techfine_12V_120Ah_2798,Techfine,Tubular,120.0,12.0,0.82,347626
CWorth_12V_50Ah_2799,CWorth,LiFePO4,50.0,12.0,0.84,144101
Luminous_48V_60Ah_2800,Luminous,LiFePO4,60.0,48.0,0.84,395836
CWorth_24V_200Ah_2801,CWorth,Tubular,200.0,24.0,0.84,144256
CWorth_48V_240Ah_2802,CWorth,Tubular,240.0,48.0,0.82,71209
Luminous_12V_280Ah_2803,Luminous,Tubular,280.0,12.0,0.83,154358
Felicity_48V_80Ah_2804,Felicity,LiFePO4,80.0,48.0,0.82,149766
Luminous_48V_40Ah_2805,Luminous,Tubular,40.0,48.0,0.84,224755
Multipower_48V_110Ah_2806,Multipower,LiFePO4,110.0,48.0,0.82,53010
Multipower_48V_120Ah_2807,Multipower,LiFePO4,120.0,48.0,0.83,87031
Techfine_48V_210Ah_2808,Techfine,Tubular,210.0,48.0,0.83,286309
Multipower_48V_120Ah_2809,Multipower,Gel,120.0,48.0,0.82,72309
Blue Carbon_24V_290Ah_2810,Blue Carbon,AGM,290.0,24.0,0.83,114992
Genus_12V_90Ah_2811,Genus,Gel,90.0,12.0,0.85,776624
BSL_48V_90Ah_2812,BSL,Tubular,90.0,48.0,0.82,356947
Blue Carbon_48V_100Ah_2813,Blue Carbon,Gel,100.0,48.0,0.83,129997
Luminous_12V_40Ah_2814,Luminous,AGM,40.0,12.0,0.83,359232
Blue Carbon_24V_50Ah_2815,Blue Carbon,Tubular,50.0,24.0,0.82,128311
Blue Carbon_12V_60Ah_2816,Blue Carbon,Tubular,60.0,12.0,0.83,75773
Multipower_48V_190Ah_2817,Multipower,Tubular,190.0,48.0,0.83,126598
BYD_12V_100Ah_2818,BYD,Tubular,100.0,12.0,0.82,765825
Felicity_24V_50Ah_2819,Felicity,LiFePO4,50.0,24.0,0.83,93262
BSL_24V_300Ah_2820,BSL,LiFePO4,300.0,24.0,0.85,206914
BSL_12V_80Ah_2821,BSL,LiFePO4,80.0,12.0,0.83,257109
Luminous_12V_130Ah_2822,Luminous,AGM,130.0,12.0,0.83,276937
Multipower_24V_160Ah_2823,Multipower,Gel,160.0,24.0,0.84,131784
Growatt_48V_30Ah_2824,Growatt,Tubular,30.0,48.0,0.83,389914
Growatt_24V_210Ah_2825,Growatt,Tubular,210.0,24.0,0.83,182432
Techfine_48V_20Ah_2826,Techfine,Tubular,20.0,48.0,0.84,309858
Exulted_24V_130Ah_2827,Exulted,AGM,130.0,24.0,0.83,508616
Exulted_48V_250Ah_2828,Exulted,Gel,250.0,48.0,0.85,799016
Luminous_48V_60Ah_2829,Luminous,Tubular,60.0,48.0,0.83,276360
CWorth_48V_20Ah_2830,CWorth,LiFePO4,20.0,48.0,0.82,146577
Techfine_24V_70Ah_2831,Techfine,AGM,70.0,24.0,0.84,323144
Growatt_12V_290Ah_2832,Growatt,Gel,290.0,12.0,0.85,166555
Felicity_12V_260Ah_2833,Felicity,AGM,260.0,12.0,0.85,86518
Growatt_24V_260Ah_2834,Growatt,AGM,260.0,24.0,0.83,167412
Techfine_24V_40Ah_2835,Techfine,Tubular,40.0,24.0,0.84,354174
Multipower_48V_240Ah_2836,Multipower,Tubular,240.0,48.0,0.84,87668
Blue Carbon_24V_70Ah_2837,Blue Carbon,AGM,70.0,24.0,0.84,83959
CWorth_24V_60Ah_2838,CWorth,AGM,60.0,24.0,0.82,141425
BYD_24V_110Ah_2839,BYD,Tubular,110.0,24.0,0.82,737146
BYD_48V_270Ah_2840,BYD,AGM,270.0,48.0,0.84,769809
Pylontech_12V_120Ah_2841,Pylontech,Tubular,120.0,12.0,0.85,828475
Luminous_48V_260Ah_2842,Luminous,Tubular,260.0,48.0,0.82,356224
Luminous_24V_210Ah_2843,Luminous,LiFePO4,210.0,24.0,0.84,260504
Amaron Quanta_24V_230Ah_2844,Amaron Quanta,Gel,230.0,24.0,0.83,522978
CWorth_24V_30Ah_2845,CWorth,Tubular,30.0,24.0,0.83,127765
Exulted_12V_270Ah_2846,Exulted,Gel,270.0,12.0,0.84,720757
CWorth_48V_90Ah_2847,CWorth,Tubular,90.0,48.0,0.83,83937
Techfine_24V_40Ah_2848,Techfine,Gel,40.0,24.0,0.82,177236
Techfine_48V_50Ah_2849,Techfine,AGM,50.0,48.0,0.84,223171
Luminous_48V_220Ah_2850,Luminous,Tubular,220.0,48.0,0.85,183817
Growatt_48V_260Ah_2851,Growatt,Tubular,260.0,48.0,0.83,219436
Amaron Quanta_24V_190Ah_2852,Amaron Quanta,AGM,190.0,24.0,0.83,486668
Growatt_48V_140Ah_2853,Growatt,Tubular,140.0,48.0,0.83,352868
BSL_48V_130Ah_2854,BSL,LiFePO4,130.0,48.0,0.85,260114
Growatt_24V_120Ah_2855,Growatt,LiFePO4,120.0,24.0,0.84,264172
Genus_12V_250Ah_2856,Genus,AGM,250.0,12.0,0.84,688187
BYD_24V_280Ah_2857,BYD,Gel,280.0,24.0,0.84,700015
Growatt_24V_40Ah_2858,Growatt,AGM,40.0,24.0,0.83,216237
Luminous_48V_170Ah_2859,Luminous,Tubular,170.0,48.0,0.82,337417
Growatt_12V_300Ah_2860,Growatt,AGM,300.0,12.0,0.82,165017
Luminous_24V_30Ah_2861,Luminous,Tubular,30.0,24.0,0.84,191858
Growatt_48V_290Ah_2862,Growatt,Gel,290.0,48.0,0.83,213627
Exulted_24V_180Ah_2863,Exulted,Gel,180.0,24.0,0.84,683234
Felicity_24V_290Ah_2864,Felicity,Tubular,290.0,24.0,0.84,122858
Blue Carbon_12V_210Ah_2865,Blue Carbon,Gel,210.0,12.0,0.82,102461
BSL_12V_130Ah_2866,BSL,Tubular,130.0,12.0,0.83,387029
Blue Carbon_48V_190Ah_2867,Blue Carbon,AGM,190.0,48.0,0.84,82009
Techfine_24V_210Ah_2868,Techfine,LiFePO4,210.0,24.0,0.83,313262
Multipower_24V_210Ah_2869,Multipower,Gel,210.0,24.0,0.83,82194
CWorth_48V_220Ah_2870,CWorth,LiFePO4,220.0,48.0,0.82,76410
Techfine_24V_90Ah_2871,Techfine,LiFePO4,90.0,24.0,0.82,282248
Exulted_24V_190Ah_2872,Exulted,LiFePO4,190.0,24.0,0.84,438557
BSL_24V_250Ah_2873,BSL,LiFePO4,250.0,24.0,0.82,276214
Growatt_24V_300Ah_2874,Growatt,Gel,300.0,24.0,0.83,341926
Blue Carbon_48V_240Ah_2875,Blue Carbon,AGM,240.0,48.0,0.84,138283
Blue Carbon_48V_260Ah_2876,Blue Carbon,AGM,260.0,48.0,0.85,103540
Genus_48V_180Ah_2877,Genus,Gel,180.0,48.0,0.85,482192
BSL_12V_300Ah_2878,BSL,LiFePO4,300.0,12.0,0.83,290265
CWorth_24V_90Ah_2879,CWorth,AGM,90.0,24.0,0.84,85577
BSL_24V_20Ah_2880,BSL,LiFePO4,20.0,24.0,0.84,240164
Multipower_12V_260Ah_2881,Multipower,LiFePO4,260.0,12.0,0.84,68706
BSL_48V_100Ah_2882,BSL,Tubular,100.0,48.0,0.84,244475
Multipower_48V_130Ah_2883,Multipower,Gel,130.0,48.0,0.85,67175
CWorth_24V_60Ah_2884,CWorth,AGM,60.0,24.0,0.84,68856
CWorth_24V_120Ah_2885,CWorth,LiFePO4,120.0,24.0,0.84,107991
Blue Carbon_48V_230Ah_2886,Blue Carbon,Tubular,230.0,48.0,0.83,85002
Growatt_24V_270Ah_2887,Growatt,LiFePO4,270.0,24.0,0.85,317886
Amaron Quanta_48V_60Ah_2888,Amaron Quanta,Tubular,60.0,48.0,0.84,897385
Techfine_48V_80Ah_2889,Techfine,LiFePO4,80.0,48.0,0.84,358365
Felicity_12V_280Ah_2890,Felicity,LiFePO4,280.0,12.0,0.83,71557
Multipower_12V_180Ah_2891,Multipower,Gel,180.0,12.0,0.82,128882
Techfine_48V_270Ah_2892,Techfine,Tubular,270.0,48.0,0.85,207320
BSL_48V_150Ah_2893,BSL,Tubular,150.0,48.0,0.82,178064
Exulted_48V_40Ah_2894,Exulted,Gel,40.0,48.0,0.85,699963
BSL_24V_110Ah_2895,BSL,LiFePO4,110.0,24.0,0.83,183595
Multipower_12V_250Ah_2896,Multipower,Gel,250.0,12.0,0.84,138654
Amaron Quanta_12V_180Ah_2897,Amaron Quanta,Gel,180.0,12.0,0.84,734843
Blue Carbon_24V_240Ah_2898,Blue Carbon,AGM,240.0,24.0,0.85,124312
Multipower_12V_190Ah_2899,Multipower,LiFePO4,190.0,12.0,0.85,116704
Felicity_48V_210Ah_2900,Felicity,Gel,210.0,48.0,0.84,72837
Multipower_48V_90Ah_2901,Multipower,LiFePO4,90.0,48.0,0.85,73883
Techfine_48V_160Ah_2902,Techfine,Tubular,160.0,48.0,0.83,380579
Growatt_48V_80Ah_2903,Growatt,AGM,80.0,48.0,0.83,344354
Growatt_12V_20Ah_2904,Growatt,Gel,20.0,12.0,0.83,325763
Felicity_48V_300Ah_2905,Felicity,LiFePO4,300.0,48.0,0.84,103927
Luminous_12V_60Ah_2906,Luminous,Tubular,60.0,12.0,0.82,358086
Techfine_12V_200Ah_2907,Techfine,Gel,200.0,12.0,0.83,287077
Pylontech_24V_180Ah_2908,Pylontech,AGM,180.0,24.0,0.82,556330
Multipower_48V_20Ah_2909,Multipower,LiFePO4,20.0,48.0,0.83,122910
Techfine_12V_230Ah_2910,Techfine,Tubular,230.0,12.0,0.84,294027
Luminous_48V_190Ah_2911,Luminous,Gel,190.0,48.0,0.84,386887
CWorth_12V_160Ah_2912,CWorth,LiFePO4,160.0,12.0,0.84,138605
CWorth_48V_140Ah_2913,CWorth,Gel,140.0,48.0,0.84,72698
Techfine_48V_20Ah_2914,Techfine,Tubular,20.0,48.0,0.83,269980
Felicity_48V_100Ah_2915,Felicity,Gel,100.0,48.0,0.83,51803
Luminous_24V_230Ah_2916,Luminous,Gel,230.0,24.0,0.83,348985
BSL_48V_270Ah_2917,BSL,LiFePO4,270.0,48.0,0.85,253935
BYD_24V_190Ah_2918,BYD,LiFePO4,190.0,24.0,0.82,897597
BSL_12V_140Ah_2919,BSL,AGM,140.0,12.0,0.84,389905
Luminous_12V_230Ah_2920,Luminous,Gel,230.0,12.0,0.83,222889
Growatt_24V_80Ah_2921,Growatt,LiFePO4,80.0,24.0,0.84,301142
Blue Carbon_24V_40Ah_2922,Blue Carbon,Tubular,40.0,24.0,0.83,79569
CWorth_24V_120Ah_2923,CWorth,Gel,120.0,24.0,0.83,50652
CWorth_12V_110Ah_2924,CWorth,Tubular,110.0,12.0,0.83,87179
Pylontech_24V_70Ah_2925,Pylontech,LiFePO4,70.0,24.0,0.84,624370
Genus_24V_250Ah_2926,Genus,Gel,250.0,24.0,0.83,703074
CWorth_24V_200Ah_2927,CWorth,LiFePO4,200.0,24.0,0.82,50039
Amaron Quanta_12V_160Ah_2928,Amaron Quanta,Tubular,160.0,12.0,0.84,830908
BSL_48V_180Ah_2929,BSL,LiFePO4,180.0,48.0,0.84,345293
Exulted_24V_190Ah_2930,Exulted,Gel,190.0,24.0,0.83,651765
Felicity_24V_20Ah_2931,Felicity,AGM,20.0,24.0,0.85,68330
Multipower_48V_110Ah_2932,Multipower,Tubular,110.0,48.0,0.84,94613
Genus_12V_290Ah_2933,Genus,Tubular,290.0,12.0,0.85,840105
CWorth_12V_50Ah_2934,CWorth,LiFePO4,50.0,12.0,0.85,61878
Luminous_24V_280Ah_2935,Luminous,Gel,280.0,24.0,0.83,278799
Luminous_24V_220Ah_2936,Luminous,Gel,220.0,24.0,0.83,169101
Exulted_12V_140Ah_2937,Exulted,Gel,140.0,12.0,0.85,560013
Multipower_12V_100Ah_2938,Multipower,Tubular,100.0,12.0,0.82,69901
Amaron Quanta_12V_210Ah_2939,Amaron Quanta,AGM,210.0,12.0,0.84,867159
Blue Carbon_48V_60Ah_2940,Blue Carbon,Tubular,60.0,48.0,0.85,128195
Pylontech_48V_190Ah_2941,Pylontech,AGM,190.0,48.0,0.84,788516
Multipower_24V_70Ah_2942,Multipower,Tubular,70.0,24.0,0.84,141680
Blue Carbon_48V_80Ah_2943,Blue Carbon,Gel,80.0,48.0,0.85,136951
CWorth_12V_120Ah_2944,CWorth,Gel,120.0,12.0,0.84,98748
Growatt_12V_100Ah_2945,Growatt,Gel,100.0,12.0,0.84,173808
Blue Carbon_48V_140Ah_2946,Blue Carbon,LiFePO4,140.0,48.0,0.82,139318
Exulted_48V_30Ah_2947,Exulted,LiFePO4,30.0,48.0,0.82,517851
Luminous_24V_60Ah_2948,Luminous,AGM,60.0,24.0,0.84,387611
Multipower_48V_210Ah_2949,Multipower,AGM,210.0,48.0,0.85,75092
Felicity_48V_240Ah_2950,Felicity,Gel,240.0,48.0,0.83,131029
Growatt_48V_230Ah_2951,Growatt,Tubular,230.0,48.0,0.84,305854
Luminous_12V_280Ah_2952,Luminous,Gel,280.0,12.0,0.83,345746
BSL_48V_130Ah_2953,BSL,AGM,130.0,48.0,0.84,247874
Amaron Quanta_12V_110Ah_2954,Amaron Quanta,AGM,110.0,12.0,0.83,675790
Growatt_12V_110Ah_2955,Growatt,LiFePO4,110.0,12.0,0.85,252742
Luminous_24V_200Ah_2956,Luminous,LiFePO4,200.0,24.0,0.83,154647
Multipower_24V_260Ah_2957,Multipower,AGM,260.0,24.0,0.82,100173
Felicity_24V_160Ah_2958,Felicity,Gel,160.0,24.0,0.84,143267
Techfine_12V_90Ah_2959,Techfine,LiFePO4,90.0,12.0,0.84,153495
Blue Carbon_12V_180Ah_2960,Blue Carbon,AGM,180.0,12.0,0.82,50778
Felicity_12V_110Ah_2961,Felicity,Tubular,110.0,12.0,0.85,145403
Luminous_48V_100Ah_2962,Luminous,Gel,100.0,48.0,0.82,356523
Multipower_12V_300Ah_2963,Multipower,AGM,300.0,12.0,0.83,116078
Felicity_12V_70Ah_2964,Felicity,Tubular,70.0,12.0,0.83,123921
Felicity_12V_300Ah_2965,Felicity,Gel,300.0,12.0,0.84,115289
Amaron Quanta_48V_110Ah_2966,Amaron Quanta,Gel,110.0,48.0,0.83,654206
BSL_48V_70Ah_2967,BSL,Tubular,70.0,48.0,0.82,339506
Growatt_24V_90Ah_2968,Growatt,Tubular,90.0,24.0,0.82,151194
Pylontech_12V_120Ah_2969,Pylontech,Gel,120.0,12.0,0.82,564353
CWorth_24V_210Ah_2970,CWorth,Tubular,210.0,24.0,0.84,80467
Multipower_48V_80Ah_2971,Multipower,LiFePO4,80.0,48.0,0.82,86903
CWorth_24V_50Ah_2972,CWorth,LiFePO4,50.0,24.0,0.83,137080
Blue Carbon_24V_230Ah_2973,Blue Carbon,AGM,230.0,24.0,0.82,139995
Multipower_12V_160Ah_2974,Multipower,Tubular,160.0,12.0,0.84,70748
Luminous_24V_90Ah_2975,Luminous,Gel,90.0,24.0,0.84,333268
Growatt_12V_160Ah_2976,Growatt,Gel,160.0,12.0,0.84,309674
Felicity_24V_250Ah_2977,Felicity,LiFePO4,250.0,24.0,0.85,77544
BYD_24V_240Ah_2978,BYD,LiFePO4,240.0,24.0,0.82,697299
BSL_24V_150Ah_2979,BSL,Tubular,150.0,24.0,0.84,308879
Techfine_12V_80Ah_2980,Techfine,AGM,80.0,12.0,0.84,212858
Blue Carbon_12V_70Ah_2981,Blue Carbon,Gel,70.0,12.0,0.84,90707
Felicity_24V_70Ah_2982,Felicity,Tubular,70.0,24.0,0.83,85733
Techfine_24V_280Ah_2983,Techfine,AGM,280.0,24.0,0.83,157096
CWorth_24V_170Ah_2984,CWorth,AGM,170.0,24.0,0.83,64790
Luminous_12V_150Ah_2985,Luminous,AGM,150.0,12.0,0.84,253664
Techfine_12V_150Ah_2986,Techfine,Tubular,150.0,12.0,0.83,357737
Multipower_12V_20Ah_2987,Multipower,LiFePO4,20.0,12.0,0.82,96539
Luminous_24V_150Ah_2988,Luminous,LiFePO4,150.0,24.0,0.83,188815
Blue Carbon_12V_50Ah_2989,Blue Carbon,Gel,50.0,12.0,0.84,55120
CWorth_48V_130Ah_2990,CWorth,LiFePO4,130.0,48.0,0.84,120877
Blue Carbon_48V_280Ah_2991,Blue Carbon,LiFePO4,280.0,48.0,0.84,102933
Luminous_12V_40Ah_2992,Luminous,Gel,40.0,12.0,0.85,208820
Multipower_24V_240Ah_2993,Multipower,Gel,240.0,24.0,0.82,59829
CWorth_12V_80Ah_2994,CWorth,LiFePO4,80.0,12.0,0.84,130809
BSL_12V_90Ah_2995,BSL,LiFePO4,90.0,12.0,0.83,167003
Multipower_12V_280Ah_2996,Multipower,Gel,280.0,12.0,0.85,78334
BSL_48V_80Ah_2997,BSL,Tubular,80.0,48.0,0.84,259769
Pylontech_12V_230Ah_2998,Pylontech,Tubular,230.0,12.0,0.84,783566
Growatt_24V_230Ah_2999,Growatt,LiFePO4,230.0,24.0,0.84,309363
Luminous_48V_40Ah_3000,Luminous,Gel,40.0,48.0,0.84,334343
Growatt_24V_190Ah_3001,Growatt,AGM,190.0,24.0,0.83,278691
Techfine_12V_230Ah_3002,Techfine,Tubular,230.0,12.0,0.83,185695
Multipower_24V_50Ah_3003,Multipower,AGM,50.0,24.0,0.84,80492
Techfine_12V_200Ah_3004,Techfine,Tubular,200.0,12.0,0.83,194783
Luminous_48V_230Ah_3005,Luminous,Gel,230.0,48.0,0.82,221481
Exulted_24V_100Ah_3006,Exulted,Gel,100.0,24.0,0.84,878100
Techfine_24V_50Ah_3007,Techfine,Tubular,50.0,24.0,0.84,189341
Techfine_12V_190Ah_3008,Techfine,Tubular,190.0,12.0,0.84,200105
Felicity_48V_180Ah_3009,Felicity,Gel,180.0,48.0,0.84,95775
Exulted_12V_80Ah_3010,Exulted,Gel,80.0,12.0,0.83,741591
Blue Carbon_48V_180Ah_3011,Blue Carbon,LiFePO4,180.0,48.0,0.83,94399
Pylontech_24V_240Ah_3012,Pylontech,LiFePO4,240.0,24.0,0.84,789902
BSL_48V_130Ah_3013,BSL,LiFePO4,130.0,48.0,0.83,351325
BSL_12V_90Ah_3014,BSL,Gel,90.0,12.0,0.82,202737
Multipower_48V_290Ah_3015,Multipower,AGM,290.0,48.0,0.85,137934
Techfine_12V_140Ah_3016,Techfine,LiFePO4,140.0,12.0,0.85,293310
Multipower_24V_300Ah_3017,Multipower,Tubular,300.0,24.0,0.82,85056
Multipower_48V_110Ah_3018,Multipower,Gel,110.0,48.0,0.83,116289
Luminous_24V_130Ah_3019,Luminous,LiFePO4,130.0,24.0,0.85,278766
BSL_24V_180Ah_3020,BSL,LiFePO4,180.0,24.0,0.85,330029
CWorth_48V_220Ah_3021,CWorth,Gel,220.0,48.0,0.83,144077
Genus_12V_170Ah_3022,Genus,AGM,170.0,12.0,0.84,677285
Amaron Quanta_48V_120Ah_3023,Amaron Quanta,Tubular,120.0,48.0,0.83,528392
Blue Carbon_48V_220Ah_3024,Blue Carbon,LiFePO4,220.0,48.0,0.82,125003
Genus_12V_270Ah_3025,Genus,Tubular,270.0,12.0,0.84,537272
Growatt_24V_20Ah_3026,Growatt,AGM,20.0,24.0,0.83,238813
Growatt_12V_90Ah_3027,Growatt,AGM,90.0,12.0,0.83,345081
Luminous_12V_60Ah_3028,Luminous,AGM,60.0,12.0,0.85,178076
Luminous_24V_200Ah_3029,Luminous,LiFePO4,200.0,24.0,0.83,216168
Luminous_12V_120Ah_3030,Luminous,Gel,120.0,12.0,0.84,258219
Blue Carbon_24V_300Ah_3031,Blue Carbon,LiFePO4,300.0,24.0,0.85,68414
BSL_12V_40Ah_3032,BSL,Gel,40.0,12.0,0.83,278817
BYD_48V_50Ah_3033,BYD,Gel,50.0,48.0,0.85,825402
CWorth_48V_110Ah_3034,CWorth,Tubular,110.0,48.0,0.85,74189
Growatt_48V_260Ah_3035,Growatt,Gel,260.0,48.0,0.82,191799
Growatt_48V_90Ah_3036,Growatt,Tubular,90.0,48.0,0.83,277043
Techfine_12V_120Ah_3037,Techfine,Gel,120.0,12.0,0.83,284435
BYD_24V_130Ah_3038,BYD,AGM,130.0,24.0,0.83,567343
Exulted_48V_50Ah_3039,Exulted,LiFePO4,50.0,48.0,0.84,558415
Exulted_24V_110Ah_3040,Exulted,Tubular,110.0,24.0,0.84,445597
Felicity_24V_300Ah_3041,Felicity,Tubular,300.0,24.0,0.85,90815
Felicity_48V_80Ah_3042,Felicity,LiFePO4,80.0,48.0,0.85,144073
