inverter_id,brand,rated_power_w,voltage_input,voltage_output,mode,derating_factor,price_NGN
Fronius_17700W_2635,Fronius,17700.0,96.0,220.0,Multifunction,0.89,2113523
Kartel Solar_8150W_2636,Kartel Solar,8150.0,48.0,220.0,Battery-Based,0.87,433649
Growatt_12600W_2637,Growatt,12600.0,12.0,220.0,Grid-Tie,0.9,835960
Techfine_13300W_2638,Techfine,13300.0,240.0,220.0,Battery-Based,0.91,1124625
Felicity Solar_9650W_2639,Felicity Solar,9650.0,96.0,220.0,Grid-Tie,0.9,557159
PRAG_4450W_2640,PRAG,4450.0,24.0,220.0,Battery-Based,0.89,233930
Felicity Solar_11000W_2641,Felicity Solar,11000.0,240.0,220.0,Multifunction,0.88,515771
Growatt_6450W_2642,Growatt,6450.0,12.0,220.0,Hybrid,0.92,603518
Blue Gate_4650W_2643,Blue Gate,4650.0,12.0,220.0,Hybrid,0.88,259786
Felicity Solar_3800W_2644,Felicity Solar,3800.0,96.0,220.0,Grid-Tie,0.88,114795
Growatt_9100W_2645,Growatt,9100.0,12.0,220.0,Battery-Based,0.88,676684
Blue Gate_17650W_2646,Blue Gate,17650.0,12.0,220.0,Multifunction,0.9,618000
Huawei_18050W_2647,Huawei,18050.0,48.0,220.0,Grid-Tie,0.91,1963919
Blue Gate_18700W_2648,Blue Gate,18700.0,96.0,220.0,Hybrid,0.89,706465
Protonix Fortuner_9300W_2649,Protonix Fortuner,9300.0,48.0,220.0,Multifunction,0.92,856398
Huawei_12100W_2650,Huawei,12100.0,24.0,220.0,Battery-Based,0.92,1572404
PRAG_9900W_2651,PRAG,9900.0,48.0,220.0,Battery-Based,0.89,351312
Felicity Solar_750W_2652,Felicity Solar,750.0,240.0,220.0,Hybrid,0.88,26990
Sungrow_17500W_2653,Sungrow,17500.0,48.0,220.0,Multifunction,0.9,1114671
Techfine_13300W_2654,Techfine,13300.0,48.0,220.0,Grid-Tie,0.89,865472
Techfine_13100W_2655,Techfine,13100.0,48.0,220.0,Multifunction,0.89,1138362
Kartel Solar_4350W_2656,Kartel Solar,4350.0,12.0,220.0,Grid-Tie,0.87,236731
Felicity Solar_19100W_2657,Felicity Solar,19100.0,24.0,220.0,Off-Grid,0.87,866952
Victron Energy_2400W_2658,Victron Energy,2400.0,12.0,220.0,Hybrid,0.88,264058
Sungrow_12100W_2659,Sungrow,12100.0,12.0,220.0,Hybrid,0.87,801882
Techfine_18450W_2660,Techfine,18450.0,96.0,220.0,Off-Grid,0.88,1223056
Huawei_12300W_2661,Huawei,12300.0,96.0,220.0,Multifunction,0.87,1697017
Protonix Fortuner_10450W_2662,Protonix Fortuner,10450.0,48.0,220.0,Off-Grid,0.89,983559
Protonix Fortuner_16650W_2663,Protonix Fortuner,16650.0,240.0,220.0,Grid-Tie,0.89,1587858
Techfine_6900W_2664,Techfine,6900.0,12.0,220.0,Grid-Tie,0.91,425987
Blue Gate_7150W_2665,Blue Gate,7150.0,12.0,220.0,Battery-Based,0.91,397510
Victron Energy_5200W_2666,Victron Energy,5200.0,48.0,220.0,Off-Grid,0.88,691790
SMA_19500W_2667,SMA,19500.0,24.0,220.0,Off-Grid,0.88,2699604
Felicity Solar_14450W_2668,Felicity Solar,14450.0,96.0,220.0,Battery-Based,0.89,802363
Blue Gate_15150W_2669,Blue Gate,15150.0,12.0,220.0,Off-Grid,0.89,651575
Blue Gate_11750W_2670,Blue Gate,11750.0,12.0,220.0,Multifunction,0.87,635670
Sungrow_10550W_2671,Sungrow,10550.0,240.0,220.0,Off-Grid,0.89,924930
Protonix Fortuner_17650W_2672,Protonix Fortuner,17650.0,12.0,220.0,Battery-Based,0.88,1199025
Victron Energy_14750W_2673,Victron Energy,14750.0,12.0,220.0,Hybrid,0.88,2070955
Huawei_16550W_2674,Huawei,16550.0,48.0,220.0,Off-Grid,0.9,1962467
Blue Gate_16300W_2675,Blue Gate,16300.0,12.0,220.0,Grid-Tie,0.89,604396
Techfine_17800W_2676,Techfine,17800.0,96.0,220.0,Off-Grid,0.89,1251282
Kartel Solar_4000W_2677,Kartel Solar,4000.0,240.0,220.0,Grid-Tie,0.88,144578
Techfine_850W_2678,Techfine,850.0,12.0,220.0,Multifunction,0.87,63428
Sungrow_8000W_2679,Sungrow,8000.0,24.0,220.0,Off-Grid,0.9,770901
Protonix Fortuner_13000W_2680,Protonix Fortuner,13000.0,96.0,220.0,Battery-Based,0.91,1053797
Fronius_13100W_2681,Fronius,13100.0,24.0,220.0,Battery-Based,0.88,1913967
Protonix Fortuner_7000W_2682,Protonix Fortuner,7000.0,12.0,220.0,Hybrid,0.89,612088
Victron Energy_19500W_2683,Victron Energy,19500.0,48.0,220.0,Grid-Tie,0.87,2606505
Techfine_2250W_2684,Techfine,2250.0,48.0,220.0,Hybrid,0.91,216192
Techfine_11450W_2685,Techfine,11450.0,24.0,220.0,Multifunction,0.9,844876
Techfine_3900W_2686,Techfine,3900.0,12.0,220.0,Grid-Tie,0.87,288506
Techfine_5450W_2687,Techfine,5450.0,240.0,220.0,Grid-Tie,0.88,400221
Growatt_18500W_2688,Growatt,18500.0,24.0,220.0,Grid-Tie,0.9,1132913
Growatt_8650W_2689,Growatt,8650.0,24.0,220.0,Grid-Tie,0.88,710663
Blue Gate_17000W_2690,Blue Gate,17000.0,96.0,220.0,Multifunction,0.91,838390
Blue Gate_750W_2691,Blue Gate,750.0,12.0,220.0,Grid-Tie,0.89,27187
Techfine_7300W_2692,Techfine,7300.0,12.0,220.0,Battery-Based,0.9,522574
Sungrow_4650W_2693,Sungrow,4650.0,240.0,220.0,Off-Grid,0.9,387501
Growatt_4550W_2694,Growatt,4550.0,96.0,220.0,Off-Grid,0.91,291434
Huawei_10800W_2695,Huawei,10800.0,12.0,220.0,Grid-Tie,0.91,1179362
Techfine_13150W_2696,Techfine,13150.0,240.0,220.0,Grid-Tie,0.88,1275543
Kartel Solar_17900W_2697,Kartel Solar,17900.0,96.0,220.0,Battery-Based,0.88,691325
Kartel Solar_4850W_2698,Kartel Solar,4850.0,96.0,220.0,Off-Grid,0.9,181239
Techfine_7350W_2699,Techfine,7350.0,48.0,220.0,Off-Grid,0.87,647353
Sungrow_5550W_2700,Sungrow,5550.0,12.0,220.0,Off-Grid,0.92,488740
Sungrow_19250W_2701,Sungrow,19250.0,240.0,220.0,Hybrid,0.88,1644189
Kartel Solar_4250W_2702,Kartel Solar,4250.0,48.0,220.0,Multifunction,0.87,213158
Huawei_18600W_2703,Huawei,18600.0,48.0,220.0,Multifunction,0.87,2006417
Kartel Solar_18200W_2704,Kartel Solar,18200.0,240.0,220.0,Multifunction,0.9,1083363
Growatt_3300W_2705,Growatt,3300.0,96.0,220.0,Battery-Based,0.87,282839
Kartel Solar_3700W_2706,Kartel Solar,3700.0,96.0,220.0,Hybrid,0.91,203498
Kartel Solar_7450W_2707,Kartel Solar,7450.0,96.0,220.0,Off-Grid,0.89,337762
Growatt_12250W_2708,Growatt,12250.0,96.0,220.0,Off-Grid,0.89,1055116
SMA_11150W_2709,SMA,11150.0,12.0,220.0,Off-Grid,0.87,1218866
PRAG_7550W_2710,PRAG,7550.0,240.0,220.0,Battery-Based,0.88,391027
Techfine_3050W_2711,Techfine,3050.0,48.0,220.0,Grid-Tie,0.87,196413
PRAG_13300W_2712,PRAG,13300.0,240.0,220.0,Grid-Tie,0.89,732441
Felicity Solar_18000W_2713,Felicity Solar,18000.0,12.0,220.0,Off-Grid,0.91,1013555
Sungrow_5450W_2714,Sungrow,5450.0,240.0,220.0,Off-Grid,0.89,398933
Techfine_6600W_2715,Techfine,6600.0,48.0,220.0,Multifunction,0.88,518932
Protonix Fortuner_12650W_2716,Protonix Fortuner,12650.0,48.0,220.0,Multifunction,0.91,1020090
Fronius_10900W_2717,Fronius,10900.0,24.0,220.0,Battery-Based,0.91,1192393
Growatt_7000W_2718,Growatt,7000.0,240.0,220.0,Hybrid,0.88,550324
Felicity Solar_5050W_2719,Felicity Solar,5050.0,96.0,220.0,Hybrid,0.9,255201
PRAG_9400W_2720,PRAG,9400.0,240.0,220.0,Hybrid,0.91,480710
Kartel Solar_15800W_2721,Kartel Solar,15800.0,96.0,220.0,Off-Grid,0.92,893397
Kartel Solar_18400W_2722,Kartel Solar,18400.0,12.0,220.0,Battery-Based,0.87,671659
Growatt_16750W_2723,Growatt,16750.0,48.0,220.0,Off-Grid,0.92,1295189
Felicity Solar_850W_2724,Felicity Solar,850.0,96.0,220.0,Battery-Based,0.92,44701
Kartel Solar_10450W_2725,Kartel Solar,10450.0,48.0,220.0,Hybrid,0.89,536531
Kartel Solar_17150W_2726,Kartel Solar,17150.0,96.0,220.0,Hybrid,0.91,883813
Growatt_16850W_2727,Growatt,16850.0,240.0,220.0,Multifunction,0.91,1070411
Huawei_8600W_2728,Huawei,8600.0,240.0,220.0,Battery-Based,0.88,1177069
Growatt_19100W_2729,Growatt,19100.0,24.0,220.0,Hybrid,0.87,1294872
PRAG_7200W_2730,PRAG,7200.0,12.0,220.0,Off-Grid,0.87,254170
SMA_8950W_2731,SMA,8950.0,48.0,220.0,Grid-Tie,0.9,1215155
Growatt_9150W_2732,Growatt,9150.0,48.0,220.0,Battery-Based,0.9,705236
Victron Energy_15000W_2733,Victron Energy,15000.0,24.0,220.0,Battery-Based,0.89,1777586
Blue Gate_19450W_2734,Blue Gate,19450.0,24.0,220.0,Grid-Tie,0.87,806918
Blue Gate_11300W_2735,Blue Gate,11300.0,48.0,220.0,Grid-Tie,0.89,620146
PRAG_8300W_2736,PRAG,8300.0,96.0,220.0,Multifunction,0.91,416838
Huawei_3150W_2737,Huawei,3150.0,12.0,220.0,Multifunction,0.91,471225
Kartel Solar_10900W_2738,Kartel Solar,10900.0,96.0,220.0,Grid-Tie,0.9,454506
Techfine_950W_2739,Techfine,950.0,240.0,220.0,Multifunction,0.88,87726
PRAG_6500W_2740,PRAG,6500.0,96.0,220.0,Grid-Tie,0.9,302505
Felicity Solar_1950W_2741,Felicity Solar,1950.0,24.0,220.0,Off-Grid,0.87,90020
SMA_10200W_2742,SMA,10200.0,96.0,220.0,Battery-Based,0.92,1247409
Felicity Solar_10000W_2743,Felicity Solar,10000.0,48.0,220.0,Grid-Tie,0.9,332811
Blue Gate_6350W_2744,Blue Gate,6350.0,240.0,220.0,Battery-Based,0.89,380252
SMA_9750W_2745,SMA,9750.0,48.0,220.0,Off-Grid,0.89,1138455
Sungrow_4700W_2746,Sungrow,4700.0,96.0,220.0,Grid-Tie,0.88,422767
Techfine_17900W_2747,Techfine,17900.0,240.0,220.0,Battery-Based,0.88,1237661
Fronius_16550W_2748,Fronius,16550.0,24.0,220.0,Multifunction,0.9,2257146
PRAG_2950W_2749,PRAG,2950.0,96.0,220.0,Battery-Based,0.89,125092
Techfine_2450W_2750,Techfine,2450.0,240.0,220.0,Grid-Tie,0.9,148870
Victron Energy_8450W_2751,Victron Energy,8450.0,240.0,220.0,Multifunction,0.89,894185
SMA_6900W_2752,SMA,6900.0,24.0,220.0,Multifunction,0.91,1034369
Kartel Solar_9350W_2753,Kartel Solar,9350.0,240.0,220.0,Grid-Tie,0.87,533358
Huawei_6150W_2754,Huawei,6150.0,96.0,220.0,Multifunction,0.9,869989
PRAG_13450W_2755,PRAG,13450.0,240.0,220.0,Multifunction,0.89,699625
Growatt_8850W_2756,Growatt,8850.0,48.0,220.0,Battery-Based,0.88,783299
PRAG_17800W_2757,PRAG,17800.0,12.0,220.0,Grid-Tie,0.9,871454
Blue Gate_11100W_2758,Blue Gate,11100.0,240.0,220.0,Grid-Tie,0.89,560991
Techfine_9600W_2759,Techfine,9600.0,96.0,220.0,Battery-Based,0.87,665162
Felicity Solar_9750W_2760,Felicity Solar,9750.0,96.0,220.0,Off-Grid,0.9,524010
Felicity Solar_3050W_2761,Felicity Solar,3050.0,96.0,220.0,Hybrid,0.88,167287
Growatt_17950W_2762,Growatt,17950.0,12.0,220.0,Multifunction,0.89,1539466
Blue Gate_14300W_2763,Blue Gate,14300.0,48.0,220.0,Grid-Tie,0.87,798017
PRAG_19200W_2764,PRAG,19200.0,240.0,220.0,Hybrid,0.9,1001448
SMA_11900W_2765,SMA,11900.0,24.0,220.0,Grid-Tie,0.88,1490635
Protonix Fortuner_3550W_2766,Protonix Fortuner,3550.0,96.0,220.0,Battery-Based,0.88,300668
Protonix Fortuner_16450W_2767,Protonix Fortuner,16450.0,24.0,220.0,Battery-Based,0.91,1253930
Techfine_3900W_2768,Techfine,3900.0,48.0,220.0,Battery-Based,0.88,289103
Sungrow_14000W_2769,Sungrow,14000.0,96.0,220.0,Hybrid,0.87,1346441
PRAG_12700W_2770,PRAG,12700.0,12.0,220.0,Grid-Tie,0.88,507551
Felicity Solar_18450W_2771,Felicity Solar,18450.0,12.0,220.0,Battery-Based,0.88,1077888
SMA_8550W_2772,SMA,8550.0,96.0,220.0,Hybrid,0.92,1256057
Techfine_10700W_2773,Techfine,10700.0,96.0,220.0,Off-Grid,0.9,788494
Blue Gate_4300W_2774,Blue Gate,4300.0,96.0,220.0,Off-Grid,0.92,181359
PRAG_12900W_2775,PRAG,12900.0,96.0,220.0,Off-Grid,0.91,577374
Growatt_19950W_2776,Growatt,19950.0,24.0,220.0,Hybrid,0.91,1876581
Kartel Solar_7500W_2777,Kartel Solar,7500.0,24.0,220.0,Grid-Tie,0.88,390301
Kartel Solar_13000W_2778,Kartel Solar,13000.0,24.0,220.0,Hybrid,0.88,745856
Victron Energy_9600W_2779,Victron Energy,9600.0,12.0,220.0,Battery-Based,0.91,1032556
PRAG_13600W_2780,PRAG,13600.0,240.0,220.0,Battery-Based,0.9,656981
Fronius_10300W_2781,Fronius,10300.0,240.0,220.0,Multifunction,0.88,1325070
PRAG_13950W_2782,PRAG,13950.0,96.0,220.0,Off-Grid,0.9,721683
Sungrow_1700W_2783,Sungrow,1700.0,12.0,220.0,Hybrid,0.89,106826
PRAG_10350W_2784,PRAG,10350.0,24.0,220.0,Multifunction,0.9,587118
Fronius_1000W_2785,Fronius,1000.0,96.0,220.0,Off-Grid,0.91,121270
Felicity Solar_12050W_2786,Felicity Solar,12050.0,12.0,220.0,Multifunction,0.9,392994
Protonix Fortuner_6900W_2787,Protonix Fortuner,6900.0,12.0,220.0,Battery-Based,0.9,574209
Growatt_12350W_2788,Growatt,12350.0,24.0,220.0,Multifunction,0.89,1021803
Sungrow_6950W_2789,Sungrow,6950.0,48.0,220.0,Grid-Tie,0.88,654907
Protonix Fortuner_2400W_2790,Protonix Fortuner,2400.0,240.0,220.0,Grid-Tie,0.91,225436
PRAG_14000W_2791,PRAG,14000.0,12.0,220.0,Hybrid,0.89,433652
Felicity Solar_15850W_2792,Felicity Solar,15850.0,96.0,220.0,Battery-Based,0.92,517137
Felicity Solar_1650W_2793,Felicity Solar,1650.0,24.0,220.0,Hybrid,0.88,69571
Huawei_13250W_2794,Huawei,13250.0,96.0,220.0,Hybrid,0.89,1672824
Sungrow_12300W_2795,Sungrow,12300.0,96.0,220.0,Multifunction,0.9,952290
Growatt_5250W_2796,Growatt,5250.0,240.0,220.0,Battery-Based,0.91,427237
Protonix Fortuner_5850W_2797,Protonix Fortuner,5850.0,12.0,220.0,Hybrid,0.88,427438
Kartel Solar_9600W_2798,Kartel Solar,9600.0,48.0,220.0,Multifunction,0.88,347944
Huawei_18950W_2799,Huawei,18950.0,12.0,220.0,Grid-Tie,0.9,2607422
Techfine_5300W_2800,Techfine,5300.0,240.0,220.0,Grid-Tie,0.89,509116
Fronius_14450W_2801,Fronius,14450.0,24.0,220.0,Grid-Tie,0.91,2005534
PRAG_5600W_2802,PRAG,5600.0,12.0,220.0,Hybrid,0.9,306440
Kartel Solar_15950W_2803,Kartel Solar,15950.0,96.0,220.0,Battery-Based,0.88,954352
PRAG_14600W_2804,PRAG,14600.0,48.0,220.0,Multifunction,0.87,843471
Huawei_650W_2805,Huawei,650.0,96.0,220.0,Hybrid,0.89,86079
SMA_19700W_2806,SMA,19700.0,12.0,220.0,Off-Grid,0.9,2326014
Blue Gate_11950W_2807,Blue Gate,11950.0,12.0,220.0,Hybrid,0.9,698445
Kartel Solar_19500W_2808,Kartel Solar,19500.0,24.0,220.0,Hybrid,0.88,1152876
Blue Gate_2850W_2809,Blue Gate,2850.0,240.0,220.0,Multifunction,0.92,107971
Growatt_7000W_2810,Growatt,7000.0,96.0,220.0,Battery-Based,0.89,572989
Protonix Fortuner_13150W_2811,Protonix Fortuner,13150.0,12.0,220.0,Off-Grid,0.88,798813
Fronius_11150W_2812,Fronius,11150.0,240.0,220.0,Grid-Tie,0.91,1150531
Kartel Solar_12050W_2813,Kartel Solar,12050.0,240.0,220.0,Grid-Tie,0.88,390055
Kartel Solar_14600W_2814,Kartel Solar,14600.0,48.0,220.0,Off-Grid,0.91,647391
PRAG_8100W_2815,PRAG,8100.0,240.0,220.0,Battery-Based,0.91,283596
Sungrow_19650W_2816,Sungrow,19650.0,24.0,220.0,Off-Grid,0.88,1436552
PRAG_5750W_2817,PRAG,5750.0,96.0,220.0,Grid-Tie,0.88,190773
Techfine_19650W_2818,Techfine,19650.0,48.0,220.0,Grid-Tie,0.89,1804453
Blue Gate_9200W_2819,Blue Gate,9200.0,96.0,220.0,Hybrid,0.88,392564
Felicity Solar_16600W_2820,Felicity Solar,16600.0,240.0,220.0,Multifunction,0.92,655429
PRAG_3350W_2821,PRAG,3350.0,48.0,220.0,Battery-Based,0.91,138043
Blue Gate_18900W_2822,Blue Gate,18900.0,240.0,220.0,Grid-Tie,0.89,953922
Blue Gate_14050W_2823,Blue Gate,14050.0,96.0,220.0,Battery-Based,0.91,645422
Fronius_13800W_2824,Fronius,13800.0,240.0,220.0,Hybrid,0.9,1910362
Kartel Solar_19200W_2825,Kartel Solar,19200.0,48.0,220.0,Battery-Based,0.9,790989
Felicity Solar_2800W_2826,Felicity Solar,2800.0,24.0,220.0,Off-Grid,0.89,142696
Sungrow_14450W_2827,Sungrow,14450.0,240.0,220.0,Hybrid,0.88,1294832
Blue Gate_16550W_2828,Blue Gate,16550.0,24.0,220.0,Off-Grid,0.89,770038
Huawei_16950W_2829,Huawei,16950.0,24.0,220.0,Off-Grid,0.9,2229701
Protonix Fortuner_4350W_2830,Protonix Fortuner,4350.0,24.0,220.0,Grid-Tie,0.87,428178
Kartel Solar_13500W_2831,Kartel Solar,13500.0,96.0,220.0,Battery-Based,0.89,712634
PRAG_6500W_2832,PRAG,6500.0,24.0,220.0,Hybrid,0.87,279830
Blue Gate_13650W_2833,Blue Gate,13650.0,24.0,220.0,Hybrid,0.9,503176
Growatt_3850W_2834,Growatt,3850.0,12.0,220.0,Hybrid,0.91,312829
PRAG_7500W_2835,PRAG,7500.0,48.0,220.0,Multifunction,0.9,446677
Felicity Solar_18700W_2836,Felicity Solar,18700.0,96.0,220.0,Battery-Based,0.89,953920
Techfine_7700W_2837,Techfine,7700.0,96.0,220.0,Battery-Based,0.89,535145
Kartel Solar_13600W_2838,Kartel Solar,13600.0,96.0,220.0,Grid-Tie,0.87,426660
Felicity Solar_5650W_2839,Felicity Solar,5650.0,12.0,220.0,Grid-Tie,0.9,307768
Kartel Solar_3150W_2840,Kartel Solar,3150.0,96.0,220.0,Battery-Based,0.9,181699
Techfine_14950W_2841,Techfine,14950.0,96.0,220.0,Off-Grid,0.9,1386768
Protonix Fortuner_5000W_2842,Protonix Fortuner,5000.0,240.0,220.0,Multifunction,0.88,480638
Techfine_4000W_2843,Techfine,4000.0,96.0,220.0,Battery-Based,0.92,277859
Kartel Solar_5700W_2844,Kartel Solar,5700.0,24.0,220.0,Multifunction,0.87,240233
Felicity Solar_4100W_2845,Felicity Solar,4100.0,240.0,220.0,Battery-Based,0.88,164260
Sungrow_1550W_2846,Sungrow,1550.0,12.0,220.0,Hybrid,0.88,94106
PRAG_10800W_2847,PRAG,10800.0,240.0,220.0,Multifunction,0.88,496388
Blue Gate_2700W_2848,Blue Gate,2700.0,96.0,220.0,Off-Grid,0.92,93784
PRAG_14750W_2849,PRAG,14750.0,48.0,220.0,Multifunction,0.89,848473
PRAG_13350W_2850,PRAG,13350.0,12.0,220.0,Multifunction,0.92,462144
Fronius_16400W_2851,Fronius,16400.0,240.0,220.0,Off-Grid,0.87,1954252
Victron Energy_8600W_2852,Victron Energy,8600.0,48.0,220.0,Off-Grid,0.92,1131222
SMA_7000W_2853,SMA,7000.0,12.0,220.0,Battery-Based,0.91,967077
Growatt_16450W_2854,Growatt,16450.0,12.0,220.0,Grid-Tie,0.9,1467725
PRAG_17350W_2855,PRAG,17350.0,12.0,220.0,Grid-Tie,0.91,812623
Growatt_15750W_2856,Growatt,15750.0,48.0,220.0,Grid-Tie,0.9,1332132
Felicity Solar_16100W_2857,Felicity Solar,16100.0,12.0,220.0,Off-Grid,0.92,541427
Fronius_2850W_2858,Fronius,2850.0,240.0,220.0,Off-Grid,0.89,288469
Blue Gate_15900W_2859,Blue Gate,15900.0,48.0,220.0,Multifunction,0.89,748709
Techfine_4150W_2860,Techfine,4150.0,12.0,220.0,Off-Grid,0.87,340692
Protonix Fortuner_15600W_2861,Protonix Fortuner,15600.0,12.0,220.0,Battery-Based,0.87,1081424
Growatt_19950W_2862,Growatt,19950.0,24.0,220.0,Battery-Based,0.91,1420553
Blue Gate_5200W_2863,Blue Gate,5200.0,12.0,220.0,Hybrid,0.92,223616
Victron Energy_16850W_2864,Victron Energy,16850.0,96.0,220.0,Battery-Based,0.87,2360225
Sungrow_4300W_2865,Sungrow,4300.0,12.0,220.0,Battery-Based,0.9,344134
Techfine_9600W_2866,Techfine,9600.0,240.0,220.0,Multifunction,0.88,599565
Blue Gate_10050W_2867,Blue Gate,10050.0,24.0,220.0,Battery-Based,0.9,480847
Protonix Fortuner_17350W_2868,Protonix Fortuner,17350.0,240.0,220.0,Battery-Based,0.9,1311695
Felicity Solar_2200W_2869,Felicity Solar,2200.0,240.0,220.0,Grid-Tie,0.87,131062
Growatt_1950W_2870,Growatt,1950.0,96.0,220.0,Off-Grid,0.92,142564
Techfine_13950W_2871,Techfine,13950.0,96.0,220.0,Off-Grid,0.91,841197
Kartel Solar_7900W_2872,Kartel Solar,7900.0,96.0,220.0,Multifunction,0.88,261851
Huawei_6450W_2873,Huawei,6450.0,24.0,220.0,Battery-Based,0.92,828897
Blue Gate_4600W_2874,Blue Gate,4600.0,96.0,220.0,Off-Grid,0.89,152896
Sungrow_16400W_2875,Sungrow,16400.0,24.0,220.0,Battery-Based,0.92,1563878
Protonix Fortuner_4650W_2876,Protonix Fortuner,4650.0,96.0,220.0,Multifunction,0.87,356323
Kartel Solar_2300W_2877,Kartel Solar,2300.0,48.0,220.0,Multifunction,0.91,86107
Huawei_13700W_2878,Huawei,13700.0,240.0,220.0,Off-Grid,0.92,1785004
Felicity Solar_4300W_2879,Felicity Solar,4300.0,12.0,220.0,Battery-Based,0.88,139657
Sungrow_8300W_2880,Sungrow,8300.0,96.0,220.0,Battery-Based,0.89,646351
PRAG_18750W_2881,PRAG,18750.0,96.0,220.0,Battery-Based,0.88,602916
Felicity Solar_5300W_2882,Felicity Solar,5300.0,240.0,220.0,Off-Grid,0.89,316980
Protonix Fortuner_6900W_2883,Protonix Fortuner,6900.0,240.0,220.0,Grid-Tie,0.87,507499
Sungrow_8500W_2884,Sungrow,8500.0,48.0,220.0,Grid-Tie,0.92,740055
PRAG_4850W_2885,PRAG,4850.0,240.0,220.0,Hybrid,0.91,246507
Huawei_13000W_2886,Huawei,13000.0,96.0,220.0,Off-Grid,0.92,1441880
Blue Gate_10550W_2887,Blue Gate,10550.0,240.0,220.0,Off-Grid,0.88,414631
Growatt_12100W_2888,Growatt,12100.0,240.0,220.0,Battery-Based,0.89,1071499
Techfine_9350W_2889,Techfine,9350.0,12.0,220.0,Grid-Tie,0.88,754911
Huawei_15350W_2890,Huawei,15350.0,96.0,220.0,Multifunction,0.9,1665559
Victron Energy_7450W_2891,Victron Energy,7450.0,24.0,220.0,Hybrid,0.88,808393
Felicity Solar_7200W_2892,Felicity Solar,7200.0,240.0,220.0,Hybrid,0.87,285158
Felicity Solar_14250W_2893,Felicity Solar,14250.0,24.0,220.0,Off-Grid,0.92,522640
Felicity Solar_8250W_2894,Felicity Solar,8250.0,48.0,220.0,Grid-Tie,0.9,310931
SMA_8500W_2895,SMA,8500.0,240.0,220.0,Battery-Based,0.88,1200689
Blue Gate_4000W_2896,Blue Gate,4000.0,24.0,220.0,Multifunction,0.88,131933
SMA_11700W_2897,SMA,11700.0,48.0,220.0,Grid-Tie,0.9,1171102
Protonix Fortuner_750W_2898,Protonix Fortuner,750.0,240.0,220.0,Off-Grid,0.9,56056
SMA_11500W_2899,SMA,11500.0,48.0,220.0,Multifunction,0.89,1547315
PRAG_12250W_2900,PRAG,12250.0,12.0,220.0,Battery-Based,0.91,705221
Felicity Solar_4300W_2901,Felicity Solar,4300.0,96.0,220.0,Grid-Tie,0.88,134193
SMA_20000W_2902,SMA,20000.0,12.0,220.0,Battery-Based,0.88,2024215
Protonix Fortuner_16650W_2903,Protonix Fortuner,16650.0,24.0,220.0,Off-Grid,0.87,1421148
PRAG_15000W_2904,PRAG,15000.0,24.0,220.0,Off-Grid,0.88,512692
Protonix Fortuner_11450W_2905,Protonix Fortuner,11450.0,24.0,220.0,Multifunction,0.88,846160
Sungrow_2850W_2906,Sungrow,2850.0,12.0,220.0,Grid-Tie,0.91,214420
Felicity Solar_10100W_2907,Felicity Solar,10100.0,48.0,220.0,Off-Grid,0.87,513379
SMA_8050W_2908,SMA,8050.0,240.0,220.0,Battery-Based,0.92,816289
Felicity Solar_1050W_2909,Felicity Solar,1050.0,240.0,220.0,Grid-Tie,0.91,41479
Growatt_16350W_2910,Growatt,16350.0,240.0,220.0,Off-Grid,0.89,1110586
PRAG_1100W_2911,PRAG,1100.0,240.0,220.0,Grid-Tie,0.89,62930
Victron Energy_13050W_2912,Victron Energy,13050.0,96.0,220.0,Multifunction,0.91,1565127
Sungrow_12300W_2913,Sungrow,12300.0,240.0,220.0,Battery-Based,0.89,955303
Blue Gate_7550W_2914,Blue Gate,7550.0,240.0,220.0,Hybrid,0.9,295014
Protonix Fortuner_11100W_2915,Protonix Fortuner,11100.0,24.0,220.0,Multifunction,0.89,894611
Protonix Fortuner_1700W_2916,Protonix Fortuner,1700.0,12.0,220.0,Hybrid,0.91,141724
Blue Gate_12850W_2917,Blue Gate,12850.0,96.0,220.0,Off-Grid,0.88,529196
Blue Gate_20000W_2918,Blue Gate,20000.0,24.0,220.0,Grid-Tie,0.88,734560
Felicity Solar_10050W_2919,Felicity Solar,10050.0,96.0,220.0,Battery-Based,0.9,557391
Growatt_13950W_2920,Growatt,13950.0,24.0,220.0,Hybrid,0.87,1051110
Kartel Solar_11650W_2921,Kartel Solar,11650.0,12.0,220.0,Hybrid,0.92,546665
Blue Gate_5550W_2922,Blue Gate,5550.0,240.0,220.0,Battery-Based,0.92,247013
Techfine_11850W_2923,Techfine,11850.0,48.0,220.0,Multifunction,0.89,824011
Kartel Solar_8350W_2924,Kartel Solar,8350.0,24.0,220.0,Off-Grid,0.89,391779
Kartel Solar_16800W_2925,Kartel Solar,16800.0,96.0,220.0,Grid-Tie,0.91,602840
Kartel Solar_18550W_2926,Kartel Solar,18550.0,12.0,220.0,Grid-Tie,0.88,1110504
Blue Gate_3600W_2927,Blue Gate,3600.0,240.0,220.0,Grid-Tie,0.91,128963
Sungrow_2700W_2928,Sungrow,2700.0,240.0,220.0,Hybrid,0.89,188223
Techfine_4800W_2929,Techfine,4800.0,24.0,220.0,Grid-Tie,0.9,478119
Growatt_3650W_2930,Growatt,3650.0,96.0,220.0,Multifunction,0.9,254109
Fronius_8500W_2931,Fronius,8500.0,24.0,220.0,Battery-Based,0.91,894137
